Title,Description,Price,Manufactured Year,Region
"Chevrolet Tracker, 2 позиция","Есть доставкаТорг есть 2019г., 1.8 л, Бензин, 36 000 км, Белый, КПП Автомат, Литые диски, Люк, Аудиосистема, ABS, Подушка безопасности, Кондиционер,…",18000,2019,Бухара
"Ravon Gentra, 2 позиция","Торг есть 2019г., 1.5 л, Бензин, 28 000 км, Белый, Седан, КПП Механика, Литые диски, Противотуманки, Обогрев зеркал, Аудиосистема, Гидра…",13100,2019,Ташкент
ВАЗ (Lada) 2106,"Торг есть 1989г., Газ-бензин, 95 969 км, Коричневый, Седан, КПП Механика, Литые диски, Вложений не требует, Машина зур холатда родная кр…",2800,1989,Зангиатинский район
"Chevrolet Cobalt, 4 позиция","Торг есть 2020г., 1.5 л, Бензин, 45 000 км, Белый, Седан, КПП Автомат, Литые диски, Люк, Рейлинги, Противотуманки, Обогрев зеркал, ABS,…",11800,2020,Ташкент
"Chevrolet Lacetti, 2 позиция","2015г., 1.5 л, Бензин, 46 000 км, Седан, КПП Механика, Противотуманки, Велюр, Аудиосистема, Встроенный телефон, Bluetooth, CD-…",10000,2015,Ташкент
"Chevrolet Lacetti, 1 позиция Газ-бензин","2017г., 1.5 л, Газ-бензин, 57 000 км, Белый, Седан, КПП Механика, Обогрев зеркал, Кожа, Аудиосистема, Гидравлика руля, ABS, По…",11510,2017,Турткульский район
"Chevrolet Lacetti, 3 позиция","Торг есть 2013г., 1.6 л, Газ-бензин, 177 000 км, Белый, Седан, КПП Автомат, Литые диски, Люк, Противотуманки, Обогрев зеркал, Комбиниров…",9200,2013,Пскентский район
"Chevrolet Lacetti, 2 позиция","Торг есть 2011г., 1.8 л, Газ-бензин, 335 000 км, Седан, КПП Механика, Литые диски, Противотуманки, Обогрев зеркал, Велюр, Аудиосистема,…",7100,2011,Ташкент
Chevrolet Damas,"2021г., 1.2 л, Бензин, 1 км, Бежевый, Микроавтобус, КПП Механика, Аудиосистема, Автосалон да авто кредит 24-36 ойга акция. Пас…",7182,2021,Ташкент
"Chevrolet Lacetti, 1 позиция","2020г., 1.5 л, Бензин, 20 600 км, Черный, Седан, КПП Механика, Обогрев зеркал, USB, Аудиосистема, Bluetooth, Подушка безопасно…",12200,2020,Самарканд
Chevrolet Damas,"2019г., Газ-бензин, 92 000 км, Седан, КПП Механика, Kraskasi tozza gazi bor",7350,2019,Ташкент
"Chevrolet Lacetti, 2 позиция","Торг есть 2014г., 1.5 л, Бензин, 104 000 км, Белый, Седан, КПП Механика, Противотуманки, Обогрев зеркал, Аудиосистема, Гидравлика руля,…",9600,2014,Ташкент
ВАЗ (Lada) 2106,"Торг есть 1988г., Газ-бензин, Перламутрово-коричневый, Седан, КПП Механика, Тонировка, Шторки, Аудиосистема, Техосмотр пройден, Вложений…",2000,1988,Андижан
"Chevrolet Lacetti, 2 позиция","Торг есть 2014г., 1.5 л, Газ-бензин, Дельфин, Седан, КПП Механика, Литые диски, Обогрев зеркал, Противотуманки, Велюр, Встроенный телефо…",9100,2014,Ташкент
"Chevrolet Cobalt, 2 позиция","2019г., 1.5 л, Бензин, 32 000 км, Белый, Седан, КПП Механика, Противотуманки, Обогрев зеркал, Аудиосистема, ABS, Подушка безоп…",11000,2019,Ташкент
Chevrolet Malibu 2,"Торг есть 2018г., 2.4 л, Бензин, Черный, Седан, КПП Автомат, Toza mowina",24000,2018,Ташкент
"Chevrolet Spark, 3 позиция","2019г., 1.3 л, Бензин, 62 000 км, Белый, Хэтчбек, КПП Механика, Рейлинги, Противотуманки, Аудиосистема, Гидравлика руля, Сигна…",7800,2019,Ташкент
ЗАЗ Forza,"Торг есть 2017г., 1.5 л, Газ-бензин, 35 000 км, Мокрый асфальт, Хэтчбек, КПП Механика, Багажник, Противотуманки, Аудиосистема, DVD, Blue…",7999,2017,Зарафшан
"Chevrolet Nexia 3, 4 позиция","2018г., 1.5 л, Газ-бензин, 79 000 км, Седан, КПП Автомат, Литые диски, Противотуманки, Обогрев зеркал, Аудиосистема, Гидравлик…",10700,2018,Фергана
ВАЗ (Lada) 2106,"Торг есть 1986г., Газ-бензин, Седан, КПП Механика, Литые диски, Ксенон, Алькантара, Аудиосистема",3000,1986,Хатырчинский район
Nissan Maxima,"Торг есть 1997г., 3 л, Бензин, 298 111 км, Белый, Седан, КПП Автомат, Литые диски, Велюр, Аудиосистема, CD, MP3, Гидравлика руля, Сигнал…",7000,1997,Ташкент
Mercedes-Benz E 350,"Торг есть 2011г., 3.5 л, Бензин, 118 000 км, Черный, Седан, КПП Автомат, Литые диски, Тонировка, Люк, Панорамная крыша, Спойлер, Обвес,…",36500,2011,Самарканд
Chevrolet Labo,"2021г., Бензин, 20 км, Белый, Универсал, КПП Механика, Boshiga 3000.532$ 12 oyga",8100,2021,Ташкент
Daewoo Nexia,"Торг есть 1998г., 7.5 л, Газ-бензин, 450 577 км, Седан, КПП Механика",3600,1998,Ташкент
"Chevrolet Tracker, 1 позиция","2019г., 1.8 л, Бензин, 60 000 км, Черный, Хэтчбек, КПП Автомат, Литые диски, Тонировка, Люк, Панорамная крыша, Кенгурятник, Сп…",19000,2019,Ташкент
Daewoo Nexia,"Торг есть 2008г., Газ-бензин, 175 000 км, Седан, КПП Механика, Bluetooth, CD, Гидравлика руля, Бесключевой доступ, Техосмотр пройден, Вл…",6600,2008,Джизак
"Chevrolet Lacetti, 3 позиция","Торг есть 2018г., 1.5 л, Газ-бензин, 69 000 км, Седан, КПП Автомат, Литые диски, Люк, Противотуманки, Обогрев зеркал, Аудиосистема, Blue…",13500,2018,Денау
"Chevrolet Cobalt, 1 позиция","Торг есть 2013г., 1.5 л, Бензин, Белый, Седан, КПП Механика, Обогрев зеркал, Аудиосистема, Гидравлика руля",7200,2013,Ташкент
"Chevrolet Captiva, 2 позиция","Есть доставкаТорг есть 2012г., 3 л, Бензин, 160 000 км, Кроссовер, КПП Автомат, Литые диски, Тонировка, Люк, Панорамная крыша, Кенгурятник, Багажник,…",13900,2012,Ташкент
Kia Sorento,"2022г., 3.5 л, Бензин, Мокрый асфальт, Внедорожник, КПП Механика, Люк, Тонировка, Противотуманки, Линзованная оптика, Ксенон,…",60500,2022,Ташкент
Chevrolet Labo,"Торг есть 2018г., Газ-бензин, 175 000 км, Белый, Фургон, КПП Механика, Urilmaga kraska radnoy 1 qòl moshina Gaz bor bòrti bor kelishtira…",7600,2018,Ташкент
Daewoo Cielo,"1995г., 1.5 л, Бензин, 320 000 км, Серебристый, Седан, КПП Механика, Аудиосистема, CD, USB, Гидравлика руля, Сигнализация, Авт…",4000,1995,Ташкент
Hyundai Elantra,"Торг есть 2021г., 1.6 л, Бензин, Седан, КПП Автомат, Литые диски, Хрустальная оптика, Дневные ходовые огни, Биксенон, Линзованная оптика…",27000,2021,Ташкент
"Chevrolet Lacetti, 3 позиция","Есть доставкаТорг есть 2021г., 1.5 л, Бензин, 17 000 км, Белый, Седан, КПП Автомат, Люк, Литые диски, Обогрев зеркал, Противотуманки, USB, Аудиосисте…",14600,2021,Ташкент
